Year,GDP per capita,year,coll,indi,loose,tight,effort_care_vic,efficiency_care_vic,effort_care_vir,efficiency_care_vir,effort_loya_vic,efficiency_loya_vic,effort_loya_vir,efficiency_loya_vir,effort_auth_vic,efficiency_auth_vic,effort_auth_vir,efficiency_auth_vir,effort_sanc_vic,efficiency_sanc_vic,effort_sanc_vir,efficiency_sanc_vir,effort_fare_vic,efficiency_fare_vic,effort_fare_vir,efficiency_fare_vir,effort_care,effort_loya,effort_auth,effort_sanc,effort_fare,effort_virtue,effort_vice,effort_vir_vic_diff,efficiency_care,efficiency_loya,efficiency_auth,efficiency_sanc,efficiency_fare,efficiency_virtue,efficiency_vice,efficiency_vir_vic_diff
1944,16999.328,1944,0.0001016873655024,0.0001093523312647,9.73070328689346e-06,1.0630236415565267e-05,0.858698308467865,0.7278080582618713,0.8802814483642578,0.7788748741149902,0.8177669048309326,0.6450231075286865,0.90101820230484,0.7197214365005493,0.8103209137916565,0.7160958051681519,0.8308601975440979,0.7515205144882202,0.818543553352356,0.7034018039703369,0.8774518966674805,0.6825057864189148,0.8218835592269897,0.7180579900741577,0.8180345296859741,0.790137767791748,0.8802814483642578,0.90101820230484,0.8308601975440979,0.8774518966674805,0.8180345296859741,0.8615292549133301,0.8254426479339599,0.0360866069793701,0.7788748741149902,0.7197214365005493,0.7515205144882202,0.6825057864189148,0.790137767791748,0.7445520758628845,0.7020773530006409,0.0424747228622436
1945,16477.553,1945,0.0001005766453171,0.000111103089856,9.849151122863896e-06,1.055096415645908e-05,0.8517305850982666,0.710639238357544,0.8717407584190369,0.7590162754058838,0.8360503911972046,0.6785284876823425,0.8826560974121094,0.7225419282913208,0.8307540416717529,0.7266359329223633,0.8277125358581543,0.7447406053543091,0.8033323884010315,0.6844511032104492,0.8824037909507751,0.6911128759384155,0.8215696215629578,0.7287093997001648,0.8091325759887695,0.7960384488105774,0.8717407584190369,0.8826560974121094,0.8277125358581543,0.8824037909507751,0.8091325759887695,0.854729151725769,0.8286874055862427,0.0260417461395263,0.7590162754058838,0.7225419282913208,0.7447406053543091,0.6911128759384155,0.7960384488105774,0.7426900267601013,0.7057928323745728,0.0368971943855285
1946,14822.467,1946,0.0001015898925759,0.0001113969910875,9.963819269025175e-06,1.0605325979540229e-05,0.8475672602653503,0.7425789833068848,0.8821489810943604,0.7901352643966675,0.8163356781005859,0.6920909881591797,0.880946695804596,0.7515678405761719,0.833480715751648,0.7392030954360962,0.8397649526596069,0.7631567120552063,0.8184317350387573,0.7213850021362305,0.8603328466415405,0.7007357478141785,0.8371615409851074,0.7432299852371216,0.8366613984107971,0.7982431650161743,0.8821489810943604,0.880946695804596,0.8397649526596069,0.8603328466415405,0.8366613984107971,0.8599709749221802,0.8305953860282898,0.0293755888938904,0.7901352643966675,0.7515678405761719,0.7631567120552063,0.7007357478141785,0.7982431650161743,0.7607677459716797,0.7276976108551025,0.0330701351165771
1947,14311.547,1947,0.0001005125954277,0.0001119926880294,1.0032526277702862e-05,1.0491236615907592e-05,0.8553115129470825,0.7542638182640076,0.8784396648406982,0.7969075441360474,0.8321501016616821,0.7044717073440552,0.8862963914871216,0.7669874429702759,0.832832932472229,0.7458134293556213,0.8528093099594116,0.7745341658592224,0.8137760162353516,0.7335032224655151,0.8882389068603516,0.7240692377090454,0.8508961200714111,0.7535853981971741,0.8506044149398804,0.8251619338989258,0.8784396648406982,0.8862963914871216,0.8528093099594116,0.8882389068603516,0.8506044149398804,0.8712777376174927,0.8369933366775513,0.0342844009399414,0.7969075441360474,0.7669874429702759,0.7745341658592224,0.7240692377090454,0.8251619338989258,0.7775320649147034,0.7383275151252746,0.0392045497894287
1948,14734.232,1948,0.0001003949688619,0.0001129165716845,1.0096887609779243e-05,1.0416845694395858e-05,0.8500066995620728,0.7691527009010315,0.8880941867828369,0.7980830669403076,0.8097017407417297,0.708366870880127,0.8818509578704834,0.7593340873718262,0.8079456090927124,0.7488890886306763,0.8329247236251831,0.7777488827705383,0.8214603662490845,0.7512798309326172,0.878871500492096,0.7266056537628174,0.8194392919540405,0.7537863254547119,0.8217037916183472,0.8377736806869507,0.8880941867828369,0.8818509578704834,0.8329247236251831,0.878871500492096,0.8217037916183472,0.8606890320777894,0.821710741519928,0.0389782905578613,0.7980830669403076,0.7593340873718262,0.7777488827705383,0.7266056537628174,0.8377736806869507,0.779909074306488,0.7462949633598328,0.0336141109466552
1949,14196.672,1949,9.910236911179838e-05,0.000113447399339,1.0166911263675974e-05,1.034265835454359e-05,0.8459346294403076,0.7244529724121094,0.8826264142990112,0.761204719543457,0.8349800705909729,0.6709813475608826,0.8864362835884094,0.738978922367096,0.8310211896896362,0.7026070356369019,0.85836261510849,0.7482452392578125,0.8282257318496704,0.7206259965896606,0.8822461366653442,0.6829552054405212,0.8380305171012878,0.730293869972229,0.8387266993522644,0.7983210682868958,0.8826264142990112,0.8864362835884094,0.85836261510849,0.8822461366653442,0.8387266993522644,0.8696796298027039,0.835638427734375,0.0340412020683288,0.761204719543457,0.738978922367096,0.7482452392578125,0.6829552054405212,0.7983210682868958,0.7459410309791565,0.7097922444343567,0.0361487865447998
1950,15240.0,1950,9.939277288140146e-05,0.0001142160105506,1.0316750647118172e-05,1.0259286173968414e-05,0.8386783599853516,0.7261515259742737,0.8801553845405579,0.7782081365585327,0.7827082872390747,0.6403632164001465,0.8884069919586182,0.7287823557853699,0.8108705282211304,0.7167720794677734,0.8408814668655396,0.7328096628189087,0.8111279606819153,0.7123318910598755,0.8859008550643921,0.697964072227478,0.8090115785598755,0.7199801206588745,0.8123857975006104,0.7948552370071411,0.8801553845405579,0.8884069919586182,0.8408814668655396,0.8859008550643921,0.8123857975006104,0.8615460991859436,0.8104793429374695,0.0510667562484741,0.7782081365585327,0.7287823557853699,0.7328096628189087,0.697964072227478,0.7948552370071411,0.7465238928794861,0.7031197667121887,0.0434041261672973
1951,16125.0,1951,9.829157608010064e-05,0.0001145504551719,1.035189726590018e-05,1.0199626718941446e-05,0.8462964296340942,0.7579307556152344,0.9065059423446656,0.7802802324295044,0.8075529336929321,0.6966640949249268,0.9000499844551086,0.7322087287902832,0.836112916469574,0.747134804725647,0.8758761882781982,0.7625195980072021,0.841037392616272,0.7369736433029175,0.8988979458808899,0.7273861169815063,0.8304060697555542,0.7570770382881165,0.846002995967865,0.8056443929672241,0.9065059423446656,0.9000499844551086,0.8758761882781982,0.8988979458808899,0.846002995967865,0.8854666113853454,0.8322811484336853,0.0531854629516601,0.7802802324295044,0.7322087287902832,0.7625195980072021,0.7273861169815063,0.8056443929672241,0.7616078138351441,0.7391560673713684,0.0224517464637756
1952,16444.0,1952,9.785959787222966e-05,0.0001151788428614,1.0452869503712364e-05,1.007192619845958e-05,0.8723442554473877,0.7664589881896973,0.9153261184692384,0.7956407070159912,0.8608276844024658,0.709571123123169,0.9172040224075316,0.7582632303237915,0.849102795124054,0.7464273571968079,0.8704142570495605,0.7775629758834839,0.8438395261764526,0.7406345009803772,0.8958781957626343,0.7185211181640625,0.852505624294281,0.7466438412666321,0.852141261100769,0.808215856552124,0.9153261184692384,0.9172040224075316,0.8704142570495605,0.8958781957626343,0.852141261100769,0.8901927709579468,0.8557239770889282,0.0344687938690185,0.7956407070159912,0.7582632303237915,0.7775629758834839,0.7185211181640625,0.808215856552124,0.7716407775878906,0.7419471621513367,0.0296936154365539
1953,16917.0,1953,9.581100511013574e-05,0.0001168211099086,1.0540553031371647e-05,9.85661088017358e-06,0.8710572719573975,0.7815316319465637,0.91070556640625,0.7965879440307617,0.8500489592552185,0.6845459938049316,0.9127224087715148,0.7588037252426147,0.8518369197845459,0.735772967338562,0.86538165807724,0.7840880751609802,0.8394076228141785,0.7507164478302002,0.904367446899414,0.7177777290344238,0.8536449074745178,0.7649893760681152,0.8263463973999023,0.804925799369812,0.91070556640625,0.9127224087715148,0.86538165807724,0.904367446899414,0.8263463973999023,0.8839046955108643,0.8531991362571716,0.0307055592536926,0.7965879440307617,0.7588037252426147,0.7840880751609802,0.7177777290344238,0.804925799369812,0.7724366545677185,0.7435112833976746,0.0289253711700439
1954,16512.0,1954,9.603495456238826e-05,0.0001178112287496,1.0612618524052142e-05,9.844590700985072e-06,0.8251895904541016,0.6964082717895508,0.8810076713562012,0.7409704327583313,0.7833296656608582,0.627204418182373,0.8852024078369141,0.6934133768081665,0.7843083143234253,0.6568892002105713,0.8298792839050293,0.7030746340751648,0.789433479309082,0.6784589290618896,0.8798630237579346,0.6392911672592163,0.7895239591598511,0.6963579654693604,0.807189404964447,0.7645355463027954,0.8810076713562012,0.8852024078369141,0.8298792839050293,0.8798630237579346,0.807189404964447,0.8566283583641052,0.7943570017814636,0.0622713565826416,0.7409704327583313,0.6934133768081665,0.7030746340751648,0.6392911672592163,0.7645355463027954,0.7082570314407348,0.671063756942749,0.0371932744979858
1955,17370.0,1955,9.481195491746673e-05,0.0001180064789098,1.0752199076186076e-05,9.754920549706216e-06,0.8037291765213013,0.7101002931594849,0.8631160259246826,0.7471482753753662,0.7582660913467407,0.6364082098007202,0.8692160844802856,0.6999446153640747,0.7894468307495117,0.6902320384979248,0.8165255784988403,0.7315291166305542,0.7833681702613831,0.7086893320083618,0.870344877243042,0.6512618660926819,0.7713209390640259,0.700461745262146,0.780870795249939,0.784283459186554,0.8631160259246826,0.8692160844802856,0.8165255784988403,0.870344877243042,0.780870795249939,0.8400146722793579,0.7812262415885926,0.0587884306907653,0.7471482753753662,0.6999446153640747,0.7315291166305542,0.6512618660926819,0.784283459186554,0.7228334665298461,0.6891783237457275,0.0336551427841186
1956,17397.0,1956,9.399581010224468e-05,0.0001185528977397,1.0887997253958677e-05,9.707167398330188e-06,0.8015409708023071,0.7187559604644775,0.8566144704818726,0.7673690319061279,0.783728837966919,0.6498639583587646,0.8680100440979004,0.721977949142456,0.7756901383399963,0.6819524765014648,0.8258277773857117,0.7452715635299683,0.7818289995193481,0.7219944000244141,0.868332028388977,0.6654834747314453,0.7821025848388672,0.7243903875350952,0.7998190522193909,0.7763059139251709,0.8566144704818726,0.8680100440979004,0.8258277773857117,0.868332028388977,0.7998190522193909,0.8437206745147705,0.7849783062934875,0.0587423682212829,0.7673690319061279,0.721977949142456,0.7452715635299683,0.6654834747314453,0.7763059139251709,0.7352815866470337,0.6993914365768432,0.0358901500701904
1957,17406.0,1957,9.208284831174753e-05,0.0001184577728443,1.102649698172769e-05,9.679263257262555e-06,0.8181406259536743,0.707413911819458,0.8711162805557251,0.7736327648162842,0.8050236701965332,0.6368505358695984,0.8795503377914429,0.7214378118515015,0.7880772948265076,0.6626535654067993,0.8196737766265869,0.7384315729141235,0.7945297956466675,0.733173131942749,0.8771511316299438,0.6784866452217102,0.7978562116622925,0.7284524440765381,0.8061258792877197,0.7912459969520569,0.8711162805557251,0.8795503377914429,0.8196737766265869,0.8771511316299438,0.8061258792877197,0.8507234811782837,0.800725519657135,0.0499979615211486,0.7736327648162842,0.7214378118515015,0.7384315729141235,0.6784866452217102,0.7912459969520569,0.7406469583511353,0.6937087178230286,0.0469382405281066
1958,16946.0,1958,9.09031483696968e-05,0.0001184051097555,1.1265658653784674e-05,9.596602110560428e-06,0.7630355358123779,0.7062532901763916,0.8507798910140991,0.7577815651893616,0.7593967318534851,0.6548786163330078,0.8644286394119263,0.7186838388442993,0.7434115409851074,0.6663883924484253,0.8192819356918335,0.7418907880783081,0.7527192234992981,0.7161301374435425,0.8570741415023804,0.6544191241264343,0.7594106197357178,0.7195355296134949,0.806617021560669,0.7901743650436401,0.8507798910140991,0.8644286394119263,0.8192819356918335,0.8570741415023804,0.806617021560669,0.8396363258361816,0.7555947303771973,0.0840415954589843,0.7577815651893616,0.7186838388442993,0.7418907880783081,0.6544191241264343,0.7901743650436401,0.7325899362564087,0.6926371932029725,0.0399527430534362
1959,17900.0,1959,8.896555084447753e-05,0.0001177116658774,1.1424061036124132e-05,9.532920041164874e-06,0.7575197219848633,0.6926219463348389,0.8371437788009644,0.7410905361175537,0.7365513443946838,0.6263790130615234,0.8446199893951416,0.6942931413650513,0.7301025986671448,0.6603292226791382,0.7968270182609558,0.7225366830825806,0.7226898670196533,0.70625901222229,0.8404847383499146,0.643987774848938,0.7412698268890381,0.7034417390823364,0.7805947065353394,0.7853288650512695,0.8371437788009644,0.8446199893951416,0.7968270182609558,0.8404847383499146,0.7805947065353394,0.8199340462684631,0.7376266717910767,0.0823073744773864,0.7410905361175537,0.6942931413650513,0.7225366830825806,0.643987774848938,0.7853288650512695,0.7174474000930786,0.6778061866760254,0.0396412134170531
1960,18057.0,1960,8.81553020073105e-05,0.0001171281102025,1.1589230475092136e-05,9.5512612883145e-06,0.7713053226470947,0.6837425231933594,0.8403981924057007,0.7624896764755249,0.7392165064811707,0.6365253329277039,0.8368528485298157,0.7011773586273193,0.730987548828125,0.6490188241004944,0.7788996696472168,0.7231928110122681,0.7533723711967468,0.698676347732544,0.8471388816833496,0.6573073267936707,0.7325783371925354,0.6875941753387451,0.7615628242492676,0.7668042182922363,0.8403981924057007,0.8368528485298157,0.7788996696472168,0.8471388816833496,0.7615628242492676,0.8129704833030701,0.7454920172691345,0.0674784660339355,0.7624896764755249,0.7011773586273193,0.7231928110122681,0.6573073267936707,0.7668042182922363,0.7221942782402039,0.6711114406585693,0.0510828375816345
1961,18175.0,1961,8.603396370939922e-05,0.0001168004025657,1.178456305495544e-05,9.450182063375222e-06,0.7558194398880005,0.6936941742897034,0.8378087878227234,0.744867205619812,0.7149675488471985,0.6164419054985046,0.8399142026901245,0.6954925060272217,0.7318180799484253,0.642690896987915,0.7673557996749878,0.7185412645339966,0.7309179306030273,0.6989398002624512,0.8413600921630859,0.6635420322418213,0.7194627523422241,0.7063701152801514,0.7523010969161987,0.7737159729003906,0.8378087878227234,0.8399142026901245,0.7673557996749878,0.8413600921630859,0.7523010969161987,0.807747995853424,0.7305971503257751,0.0771508455276489,0.744867205619812,0.6954925060272217,0.7185412645339966,0.6635420322418213,0.7737159729003906,0.7192317962646484,0.6716273784637451,0.0476044178009033
1962,18976.0,1962,8.579425182883175e-05,0.0001167437161971,1.1938582726046216e-05,9.461533064479356e-06,0.7524253129959106,0.6677484512329102,0.8166550397872925,0.7301708459854126,0.7168603539466858,0.624529242515564,0.8163278102874756,0.6739521026611328,0.7176016569137573,0.6630340814590454,0.7755868434906006,0.7226815819740295,0.7274240255355835,0.6960219740867615,0.8188979029655457,0.6362813115119934,0.726554274559021,0.7105267643928528,0.7663837671279907,0.7631487846374512,0.8166550397872925,0.8163278102874756,0.7755868434906006,0.8188979029655457,0.7663837671279907,0.798770272731781,0.7281731247901917,0.0705971479415893,0.7301708459854126,0.6739521026611328,0.7226815819740295,0.6362813115119934,0.7631487846374512,0.7052469253540039,0.6723721027374268,0.0328748226165771
1963,19514.0,1963,8.480564685799306e-05,0.0001169553100096,1.2100899070779542e-05,9.414444087545754e-06,0.7490788698196411,0.6814000010490417,0.8362277746200562,0.734993577003479,0.7344073057174683,0.6120460033416748,0.8347699642181396,0.6876541376113892,0.7240532636642456,0.6548936367034912,0.7775002717971802,0.7130361795425415,0.7386095523834229,0.6989445686340332,0.8288041353225708,0.622171938419342,0.733185350894928,0.7039974927902222,0.7779412269592285,0.7729449272155762,0.8362277746200562,0.8347699642181396,0.7775002717971802,0.8288041353225708,0.7779412269592285,0.8110486745834351,0.7358668684959412,0.0751818060874939,0.734993577003479,0.6876541376113892,0.7130361795425415,0.622171938419342,0.7729449272155762,0.7061601519584656,0.6702563405036926,0.0359038114547729
1964,20360.0,1964,8.53358444926146e-05,0.0001178584788509,1.2296559454734655e-05,9.44761262157304e-06,0.7373614311218262,0.6704129576683044,0.8222785592079163,0.7417742013931274,0.7270556688308716,0.6185750961303711,0.8474951386451721,0.7002160549163818,0.7273602485656738,0.6584727764129639,0.7814651727676392,0.7171330451965332,0.7288936376571655,0.6987999081611633,0.8188333511352539,0.6369807124137878,0.7054275274276733,0.6885517835617065,0.7660166621208191,0.7717406749725342,0.8222785592079163,0.8474951386451721,0.7814651727676392,0.8188333511352539,0.7660166621208191,0.8072177767753601,0.7252197027206421,0.081998074054718,0.7417742013931274,0.7002160549163818,0.7171330451965332,0.6369807124137878,0.7717406749725342,0.7135689377784729,0.6669625043869019,0.046606433391571
1965,21390.0,1965,8.498849171343992e-05,0.0001188681714795,1.24333379478671e-05,9.485454959141344e-06,0.7385725378990173,0.6535316705703735,0.8236820101737976,0.7343027591705322,0.7313532829284668,0.5974003076553345,0.840462327003479,0.6797159314155579,0.7358126044273376,0.6297061443328857,0.7675930261611938,0.7104266285896301,0.7162165641784668,0.6741323471069336,0.8408999443054199,0.6491137742996216,0.7181614637374878,0.6771925687789917,0.7587476372718811,0.7585696578025818,0.8236820101737976,0.840462327003479,0.7675930261611938,0.8408999443054199,0.7587476372718811,0.8062769889831543,0.7280232906341553,0.0782536983489989,0.7343027591705322,0.6797159314155579,0.7104266285896301,0.6491137742996216,0.7585696578025818,0.7064257502555847,0.6463926076889038,0.0600331425666809
1966,22529.0,1966,8.529866785725712e-05,0.0001202764133592,1.2615876132767076e-05,9.529019477838575e-06,0.7395932674407959,0.6771981716156006,0.8231137990951538,0.7537372708320618,0.7416197061538696,0.6106104850769043,0.842933714389801,0.6987406015396118,0.7275356650352478,0.6274733543395996,0.7875862121582031,0.7115013599395752,0.7213086485862732,0.6959518194198608,0.8243718147277832,0.6569351553916931,0.7174743413925171,0.7059458494186401,0.7747662663459778,0.7674387693405151,0.8231137990951538,0.842933714389801,0.7875862121582031,0.8243718147277832,0.7747662663459778,0.8105543613433838,0.7295063257217407,0.081048035621643,0.7537372708320618,0.6987406015396118,0.7115013599395752,0.6569351553916931,0.7674387693405151,0.7176706314086914,0.6634359359741211,0.0542346954345702
1967,22842.0,1967,8.501925287873747e-05,0.0001217296524243,1.2802894887859696e-05,9.579365318757029e-06,0.7307122945785522,0.656577467918396,0.8007999658584595,0.7396199703216553,0.709215521812439,0.5855894088745117,0.8305695056915283,0.6962430477142334,0.7122254371643066,0.6236252784729004,0.7685317397117615,0.7215628623962402,0.6947061419487,0.673417329788208,0.8205021619796753,0.6704708933830261,0.7109352946281433,0.6893694400787354,0.7545636892318726,0.7574714422225952,0.8007999658584595,0.8305695056915283,0.7685317397117615,0.8205021619796753,0.7545636892318726,0.7949934124946594,0.7115589380264282,0.0834344744682311,0.7396199703216553,0.6962430477142334,0.7215628623962402,0.6704708933830261,0.7574714422225952,0.7170736432075501,0.6457157850265502,0.0713578581809998
1968,23691.0,1968,8.562764736552708e-05,0.000123023394378,1.2995230320017592e-05,9.726758960328291e-06,0.7202556729316711,0.6459272503852844,0.8399527668952942,0.7396024465560913,0.7130320072174072,0.6012892127037048,0.8563715219497681,0.6842684745788574,0.6831214427947998,0.6111977100372314,0.8006967306137085,0.7183034420013428,0.6886773109436035,0.6606668829917908,0.8300589323043823,0.6428303122520447,0.706052303314209,0.6881732940673828,0.7733064293861389,0.7737767696380615,0.8399527668952942,0.8563715219497681,0.8006967306137085,0.8300589323043823,0.7733064293861389,0.8200772762298584,0.7022277474403381,0.1178495287895202,0.7396024465560913,0.6842684745788574,0.7183034420013428,0.6428303122520447,0.7737767696380615,0.7117562890052795,0.6414508700370789,0.0703054189682006
1969,24195.0,1969,8.455759075332026e-05,0.0001247028886025,1.3170035961963218e-05,9.828415154191005e-06,0.7355037927627563,0.6629401445388794,0.821847677230835,0.7462510466575623,0.6968756914138794,0.5958197116851807,0.8267629146575928,0.6856127977371216,0.7055805325508118,0.6221112012863159,0.7860156297683716,0.708289623260498,0.706754744052887,0.6750605702400208,0.8216077089309692,0.6546745300292969,0.710790753364563,0.7031488418579102,0.7671607732772827,0.7767408490180969,0.821847677230835,0.8267629146575928,0.7860156297683716,0.8216077089309692,0.7671607732772827,0.8046789407730103,0.7111011028289795,0.0935778379440307,0.7462510466575623,0.6856127977371216,0.708289623260498,0.6546745300292969,0.7767408490180969,0.7143137693405152,0.6518160939216614,0.0624976754188537
1970,23958.0,1970,8.442318235373543e-05,0.0001258190023431,1.335161732436339e-05,9.997775982079865e-06,0.7081649303436279,0.6591252684593201,0.8206145763397217,0.7457551956176758,0.7156223058700562,0.6404644250869751,0.8287556171417236,0.6934733390808105,0.6938230395317078,0.6216206550598145,0.7620174288749695,0.7145920991897583,0.6730368137359619,0.6620142459869385,0.8006625175476074,0.6630820035934448,0.7040600776672363,0.6819087266921997,0.7665196061134338,0.7663012742996216,0.8206145763397217,0.8287556171417236,0.7620174288749695,0.8006625175476074,0.7665196061134338,0.7957139492034913,0.698941433429718,0.0967725157737732,0.7457551956176758,0.6934733390808105,0.7145920991897583,0.6630820035934448,0.7663012742996216,0.7166407823562622,0.6530266642570496,0.0636141180992125
1971,24394.0,1971,8.286411455823586e-05,0.0001267891061291,1.3511535787590662e-05,1.009776367583624e-05,0.7434698343276978,0.6644933223724365,0.8356502056121826,0.7464847564697266,0.7145633697509766,0.6063641905784607,0.8407372236251831,0.6734737753868103,0.7334264516830444,0.6529635190963745,0.7930082678794861,0.7014845609664917,0.7167144417762756,0.6920839548110962,0.8167140483856201,0.6511238813400269,0.7403622269630432,0.692298948764801,0.771714448928833,0.7549716830253601,0.8356502056121826,0.8407372236251831,0.7930082678794861,0.8167140483856201,0.771714448928833,0.811564838886261,0.7297072649002075,0.0818575739860534,0.7464847564697266,0.6734737753868103,0.7014845609664917,0.6511238813400269,0.7549716830253601,0.7055077314376831,0.6616407871246338,0.0438669443130492
1972,25414.0,1972,8.193500882823302e-05,0.000127425514425,1.368067651769429e-05,1.0235611120533252e-05,0.7277700304985046,0.6647278666496277,0.8251669406890869,0.7451951503753662,0.7465872168540955,0.6374141573905945,0.8441986441612244,0.6954022645950317,0.7301855087280273,0.6434392929077148,0.774419903755188,0.7010806202888489,0.718258798122406,0.6945894956588745,0.8269006013870239,0.6634584069252014,0.7295167446136475,0.6758987903594971,0.7611908912658691,0.7512729167938232,0.8251669406890869,0.8441986441612244,0.774419903755188,0.8269006013870239,0.7611908912658691,0.8063753962516784,0.7304636597633362,0.0759117364883422,0.7451951503753662,0.6954022645950317,0.7010806202888489,0.6634584069252014,0.7512729167938232,0.7112818717956543,0.6632139205932617,0.0480679512023926
1973,26602.0,1973,8.076980821312774e-05,0.0001279663899172,1.3823712629358018e-05,1.038757211456901e-05,0.7186530828475952,0.6552492380142212,0.8231222629547119,0.7297408580780029,0.7029510736465454,0.604710042476654,0.8446305990219116,0.6797927618026733,0.7177720069885254,0.6253213286399841,0.7942473888397217,0.7010828852653503,0.7124886512756348,0.6855558156967163,0.815322995185852,0.6468253135681152,0.7238219976425171,0.700223445892334,0.7691603302955627,0.7507190704345703,0.8231222629547119,0.8446305990219116,0.7942473888397217,0.815322995185852,0.7691603302955627,0.809296715259552,0.7151373624801636,0.0941593527793884,0.7297408580780029,0.6797927618026733,0.7010828852653503,0.6468253135681152,0.7507190704345703,0.7016321778297424,0.6542119741439819,0.0474202036857605
1974,26286.0,1974,7.979117732150242e-05,0.0001281103076118,1.400005698699818e-05,1.0479197978189145e-05,0.7276220321655273,0.6576868891716003,0.8298949599266052,0.7383214235305786,0.7153650522232056,0.5984001159667969,0.8436667323112488,0.6845042705535889,0.7247321009635925,0.6299906969070435,0.7824519872665405,0.7130799293518066,0.7052690982818604,0.6969038248062134,0.8148694038391113,0.6638887524604797,0.7045719623565674,0.7043009996414185,0.7455894947052002,0.7627973556518555,0.8298949599266052,0.8436667323112488,0.7824519872665405,0.8148694038391113,0.7455894947052002,0.8032945156097412,0.7155120491981506,0.0877824664115906,0.7383214235305786,0.6845042705535889,0.7130799293518066,0.6638887524604797,0.7627973556518555,0.7125183463096618,0.6574565052986145,0.0550618410110472
1975,25956.0,1975,7.815466822031728e-05,0.0001286816852176,1.416000673123022e-05,1.0517864484630276e-05,0.7387157678604126,0.6775078773498535,0.831596851348877,0.7483870983123779,0.7487642765045166,0.6474342942237854,0.8459287881851196,0.6822887659072876,0.7653325796127319,0.6451056599617004,0.8097862005233765,0.7122156023979187,0.7157906293869019,0.683782160282135,0.8329527378082275,0.676199197769165,0.7280821800231934,0.7095781564712524,0.7767573595046997,0.7605240345001221,0.831596851348877,0.8459287881851196,0.8097862005233765,0.8329527378082275,0.7767573595046997,0.8194043874740601,0.7393370866775513,0.0800673007965088,0.7483870983123779,0.6822887659072876,0.7122156023979187,0.676199197769165,0.7605240345001221,0.7159229397773743,0.6726816296577454,0.0432413101196289
1976,27058.0,1976,7.731436854133529e-05,0.0001283841891433,1.4347501620332836e-05,1.05368385831639e-05,0.7167816162109375,0.6810423135757446,0.8292519450187683,0.7649377584457397,0.7283940315246582,0.6781696081161499,0.8271889090538025,0.6972923874855042,0.7291367053985596,0.6822738647460938,0.7858763337135315,0.7327489852905273,0.7068746089935303,0.7090821266174316,0.8305902481079102,0.6766691207885742,0.7148741483688354,0.7281399369239807,0.7376858592033386,0.7896755933761597,0.8292519450187683,0.8271889090538025,0.7858763337135315,0.8305902481079102,0.7376858592033386,0.8021186590194702,0.7192122220993042,0.0829064369201659,0.7649377584457397,0.6972923874855042,0.7327489852905273,0.6766691207885742,0.7896755933761597,0.732264769077301,0.6957415699958801,0.0365231990814208
1977,28001.0,1977,7.549732055979672e-05,0.0001283884498661,1.4545423336235052e-05,1.0466034147782464e-05,0.7382147312164307,0.6947379112243652,0.8408076763153076,0.7697369456291199,0.7385836839675903,0.6358594298362732,0.8467873334884644,0.6983080506324768,0.7481733560562134,0.671437680721283,0.7896729707717896,0.7265245318412781,0.7167742848396301,0.7185611724853516,0.8424636125564575,0.6886636018753052,0.7344441413879395,0.7331365346908569,0.7664481401443481,0.777334451675415,0.8408076763153076,0.8467873334884644,0.7896729707717896,0.8424636125564575,0.7664481401443481,0.8172359466552734,0.7352380394935608,0.0819979071617126,0.7697369456291199,0.6983080506324768,0.7265245318412781,0.6886636018753052,0.777334451675415,0.732113516330719,0.690746545791626,0.0413669705390929
1978,29286.0,1978,7.444612300235218e-05,0.0001281392770969,1.469281745577002e-05,1.0416247717362888e-05,0.6884776949882507,0.6641803979873657,0.8004062175750732,0.7565026879310608,0.6835131049156189,0.5995771884918213,0.8053970336914062,0.6852233409881592,0.6999768018722534,0.6402064561843872,0.7584294080734253,0.6971702575683594,0.6690502762794495,0.6977407932281494,0.7919952273368835,0.6614570617675781,0.6956031918525696,0.7149665355682373,0.7326401472091675,0.7625775337219238,0.8004062175750732,0.8053970336914062,0.7584294080734253,0.7919952273368835,0.7326401472091675,0.7777736067771912,0.6873242139816285,0.0904493927955627,0.7565026879310608,0.6852233409881592,0.6971702575683594,0.6614570617675781,0.7625775337219238,0.7125861763954162,0.6633342742919922,0.049251902103424
1979,29949.0,1979,7.285708596376545e-05,0.000127812463266,1.4840704744177394e-05,1.0359497361735391e-05,0.7179806232452393,0.6681526899337769,0.8208787441253662,0.7531722784042358,0.7227519750595093,0.6289016008377075,0.8384237289428711,0.6988545060157776,0.7324108481407166,0.6595823764801025,0.7845972776412964,0.72004634141922,0.7050676941871643,0.6981915235519409,0.812997043132782,0.6664531230926514,0.7028567790985107,0.733797013759613,0.7375845313072205,0.7758880257606506,0.8208787441253662,0.8384237289428711,0.7845972776412964,0.812997043132782,0.7375845313072205,0.7988962650299072,0.716213583946228,0.0826826810836791,0.7531722784042358,0.6988545060157776,0.72004634141922,0.6664531230926514,0.7758880257606506,0.7228828549385071,0.6777250409126282,0.0451578140258789
